name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
dUTP-4,dUTP4-,C9H11N2O14P3-4,aq,"LH06a [S07]",NA,08.Mar.17,-758514,-943062,46.09,-12.88,176.39,2.3886,122.656,-19.055,-2.2916,89.57,-27.33,5.2,-4
dHUTP-3,dHUTP3-,C9H12N2O14P3-3,aq,"LH06a [S07]",NA,08.Mar.17,-768914,-941172,87.31,57.01,191.87,2.4393,132.841,-19.292,-2.7127,162.6,-28.66,5.2,-3
dH2UTP-2,d+H2UTP3-,C9H13N2O14P3-2,aq,"LH06a [S07]",NA,08.Mar.17,-775114,-945072,95.02,97.96,191.34,2.4367,132.309,-19.279,-2.6907,203.5,-29.52,5,-2
dH3UTP-,d+H3UTP2-,C9H14N2O14P3-,aq,"LH06a [S07]",NA,08.Mar.17,-777814,-943572,109.11,158.49,202.56,2.472,139.411,-19.444,-2.9842,262.1,-29.07,4.9,-1
dH4UTP,d+H4UTP-,C9H15N2O14P3,aq,"LH06a [S07]",NA,08.Mar.17,-779850,-940671,125.67,213.85,207.7,2.4888,142.79,-19.522,-3.1239,315.8,-28.65,4.8,0
"citric acid",NA,C6H8O7,aq,LH06a.1,CS16.1,21.Dec.16,-297180,-364527,78.89,73.47,112.98,17.2019,32.2622,-2.7285,-4.1127,96.43,-11.57,-0.06,0
H2-citrate,NA,C6H7O7-,aq,LH06a.1,CS16.1,21.Dec.16,-292912,-363530,67.92,47.04,102.48,16.3576,30.3484,-2.2931,-4.0336,89.4,-14.12,1.5,-1
H-citrate-2,NA,C6H6O7-2,aq,LH06a.1,CS16.1,21.Dec.16,-286417,-362947,48.09,7.71,91.08,15.1704,27.6579,-1.6828,-3.9224,73.14,-21.06,2.48,-2
citrate-3,NA,C6H5O7-3,aq,LH06a.1,CS16.1,21.Dec.16,-277690,-363750,16.13,-43.16,74.08,12.9466,22.6175,-0.5371,-3.714,31.5,-24.41,2.75,-3
MgAMP,MgAMP,MgC10H12N5O7P,aq,"LH06b [S07]",NA,08.Mar.17,-359730,-497815,41.68,115.39,158.14,2.3212,109.1071,-18.7412,-1.7315,191.66,-18.26,4.3,0
MgADP-,MgADP-,MgC10H12N5O10P2-,aq,"LH06b [S07]",NA,08.Mar.17,-567524,-730932,55.74,139.99,189.17,2.4109,127.142,-19.1595,-2.4771,175.24,-3.9,3.11,-1
MgHADP,MgHADP,MgC10H13N5O10P2,aq,"LH06b [S07]",NA,08.Mar.17,-574465,-731642,76.53,161.47,199.93,2.4625,137.4969,-19.3997,-2.9051,244.57,-19.38,4.78,0
Mg2ADP+,Mg2ADP+,Mg2C10H12N5O10P2+,aq,"LH06b [S07]",NA,08.Mar.17,-678301,-839030,41.3,159.44,174.77,2.3411,113.1049,-18.834,-1.897,166.84,-1.4,0.5,1
MgATP-2,MgATP-2,MgC10H12N5O13P3-2,aq,"LH06b [S07]",NA,08.Mar.17,-773609,-966279,56.6,150.14,193.48,2.4503,135.0839,-19.3437,-2.8054,256.02,-26.1,5.74,-2
MgHATP-,MgHATP-,MgC10H13N5O13P3-,aq,"LH06b [S07]",NA,08.Mar.17,-780994,-965191,85.01,210.8,208.97,2.5012,145.2701,-19.58,-3.2266,315.61,-25.57,5.74,-1
MgH2ATP,MgH2ATP,MgC10H14N5O13P3,aq,"LH06b [S07]",NA,08.Mar.17,-786200,-970480,84.73,267.21,208.63,2.4935,143.766,-19.5451,-3.1642,362.6,-24.12,5.02,0
Mg2ATP,Mg2ATP,Mg2C10H12N5O13P3,aq,"LH06b [S07]",NA,08.Mar.17,-884603,-1072753,48.33,204.13,191.55,2.4505,135.0889,-19.3439,-2.8057,310.3,-23.11,6.45,0
H2NicMP(red),NA,C11H17N2O8P,aq,"LH06b [S07]",NA,08.Mar.17,-329625,-462127,87.88,86.83,198.9,2.4409,133.1706,-19.299,-2.7263,144.86,-16.01,2.87,0
HNicMP(red)-,HNicMP(red)-,C11H16N2O8P-,aq,"LH06b [S07]",NA,08.Mar.17,-324424,-457827,84.87,81.36,199.4,2.4472,134.4331,-19.3279,-2.7784,149.55,-18.76,3.35,-1
NicMP(red)-2,NicMP(red)2-,C11H15N2O8P-2,aq,"LH06b [S07]",NA,08.Mar.17,-316226,-458666,54.54,28.47,172.9,2.3604,116.9948,-18.924,-2.0576,91.85,-16.4,3.35,-2
H2NicMP(ox)+,NA,C11H16N2O8P+,aq,"LH06b [S07]",NA,08.Mar.17,-334995,-455067,98.35,79.33,199,2.4413,133.2429,-19.3009,-2.7292,143.21,-18.88,2.87,1
HNicMP(ox),HNicMP(ox),C11H15N2O8P,aq,"LH06b [S07]",NA,08.Mar.17,-329794,-450767,95.32,73.88,190,2.4476,134.5054,-19.3301,-2.7815,147.9,-21.63,3.35,0
NicMP(ox)-,NicMP(ox)-,C11H14N2O8P-,aq,"LH06b [S07]",NA,08.Mar.17,-321594,-451606,65.01,20.98,173,2.3608,117.0671,-18.9259,-2.0606,90.2,-19.27,3.35,-1
H2NAD(red),H2NAD(red),C21H29N7O14P2,aq,"LH06b [S07]",NA,08.Mar.17,-529739,-780727,163,218.5,346.4,-2.4077,248.0631,-40.2557,-1.9178,325.29,-29.71,5.02,0
HNAD(red)-,HNAD(red)-,C21H28N7O14P2-,aq,"LH06b [S07]",NA,08.Mar.17,-527641,-782627,149.59,197.11,341,-2.576,247.6556,-40.1028,-1.9009,326.48,-34.06,6.69,-1
NAD(red)-2,NAD(red)-2,C21H27N7O14P2-2,aq,"LH06b [S07]",NA,08.Mar.17,-524441,-783126,137.19,177.2,335.8,-2.609,247.5731,-40.0669,-1.8975,331.26,-38.1,8.37,-2
H2NAD(ox)+,H2NAD(ox)+,C21H28N7O14P2+,aq,"LH06b [S07]",NA,08.Mar.17,-535110,-773666,173.49,210.99,346.5,-2.4073,248.1355,-40.2581,-1.9208,323.61,-32.58,5.02,1
HNAD(ox),HNAD(ox),C21H27N7O14P2,aq,"LH06b [S07]",NA,08.Mar.17,-533009,-775566,159.99,189.7,341.1,-2.5755,247.7278,-40.1052,-1.9039,324.81,-36.95,6.69,0
NAD(ox)-,NAD(ox)-,C21H26N7O14P2-,aq,"LH06b [S07]",NA,08.Mar.17,-529811,-776066,147.61,169.69,335.9,-2.6085,247.6456,-40.0693,-1.9005,329.59,-40.97,8.37,-1
ribose-5-phosphate,R5P,C5H11O8P,aq,"LH06b [S07]",NA,08.Mar.17,-391033,-487032,62.5,90.61,120.1,6.7071,69.0989,-22.0043,-0.0776,118.09,-16.24,-0.6,0
ribose-5-phosphate-1,R5P-1,C5H10O8P-1,aq,"LH06b [S07]",NA,08.Mar.17,-388074,-488932,46.08,60.11,110.3,4.9219,64.7401,-20.2911,0.1026,114.17,-22.47,0.91,-1
ribose-5-phosphate-2,R5P-2,C5H9O8P-2,aq,"LH06a [S07]",NA,08.Mar.17,-378243,-487925,16.49,7.5,83.78,2.0659,57.7664,-17.55,0.3909,102.87,-32.91,2.96,-2
H4NADP(red),H4NADP(red),C21H30N7O17P3,aq,"LH06b [S07]",NA,08.Mar.17,-741035,-1020626,165.99,241.16,378.35,-23.9546,324.5229,-24.3054,-7.4223,308.75,-13.13,4.3,0
H3NADP(red)-,H3NADP(red)-,C21H29N7O17P3-,aq,"LH06b [S07]",NA,08.Mar.17,-738934,-1022526,152.61,219.65,372.96,-24.1228,324.1152,-24.1525,-7.4056,309.89,-17.49,5.74,-1
H2NADP(red)-2,H2NADP(red)-2,C21H28N7O17P3-2,aq,"LH06b [S07]",NA,08.Mar.17,-735734,-1023026,140.2,199.86,367.72,-24.1558,324.033,-24.1164,-7.402,314.56,-21.52,7.65,-2
HNADP(red)-3,HNADP(red)-3,C21H27N7O17P3-3,aq,"LH06b [S07]",NA,08.Mar.17,-732775,-1024926,123.9,169.41,350.51,-25.941,319.674,-22.4032,-7.2218,310.61,-27.75,9.08,-3
NADP(red)-4,NADP(red)-4,C21H26N7O17P3-4,aq,"LH06b [S07]",NA,08.Mar.17,-722945,-1023922,94.31,118.31,323.81,-28.7971,312.7003,-19.6622,-6.9336,299.31,-38.19,11.23,-4
H4NADP(ox)+,H4NADP(ox)+,C21H29N7O17P3+,aq,"LH06b [S07]",NA,08.Mar.17,-747684,-1012369,184.8,234.92,378.46,-23.9541,324.5951,-24.3074,-7.4254,307.1,-16,4.3,1
H3NADP(ox),H3NADP(ox),C21H28N7O17P3,aq,"LH06b [S07]",NA,08.Mar.17,-745586,-1014269,171.39,213.53,373.07,-24.1226,324.1876,-24.1546,-7.4085,308.25,-20.36,5.74,0
H2NADP(ox)-,H2NADP(ox)-,C21H27N7O17P3-,aq,"LH06b [S07]",NA,08.Mar.17,-742385,-1014768,158.99,193.74,367.83,-24.1554,324.1052,-24.1183,-7.4051,312.88,-24.38,7.65,-1
HNADP(ox)-2,HNADP(ox)-2,C21H26N7O17P3-2,aq,"LH06b [S07]",NA,08.Mar.17,-739424,-1016668,142.71,163.29,350.62,-25.9405,319.7464,-22.4052,-7.2249,308.96,-30.64,9.08,-2
NADP(ox)-3,NADP(ox)-3,C21H25N7O17P3-3,aq,"LH06b [S07]",NA,08.Mar.17,-729596,-1015662,113.1,112.19,323.92,-28.7966,312.7727,-19.6642,-6.9367,297.97,-41.06,11.23,-3
